"","X","TransectDateID","Group_Project","CollectionMethod","Site","SiteCode","SiteLatitude","SiteLongitude","Area","AreaCode","Port","ReserveType","CullingTreatment","OriginalSubSite","SubSiteLatitude","SubSiteLongitude","SurveyLatitude","SurveyLongitude","Date","Year","Month","Day","Transect","Depth_ft","Direction_Degrees","SurveyWidth_m","SurveyLength_m","SurveyArea_m2","ORKA_SpeciesCode","Species","CommonName","Taxon","FunctionalGroup","PercentCover","Count","Density_m2"
"2090",7846,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,4.00000002,0.066666667
"2091",7847,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,0,0
"2092",7848,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"2093",7849,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
"2094",7850,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"HALWAL","Haliotis walallensis","Flat abalone","Abalone","Abalone",NA,0,0
"2095",7851,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,45,0.75
"2096",7852,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,10.00000002,0.166666667
"2097",7853,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,36,0.6
"2098",7854,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,55.00000002,0.916666667
"2099",7855,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"2100",7856,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,0,0
"2101",7857,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"2102",7858,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,60,1
"2103",7859,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"2104",7860,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"2105",7861,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,1188,19.8
"2106",7862,"UO_Macroswath_SR02_ENE_2023-05-18","UO_Macroswath","Transect","Simpson Reef","SIMP",43.31574013,-124.4044225,"Cape Arago","ARAGO","Coos Bay","","","SR02",43.31304,-124.40633,43.31304,-124.40633,2023-05-18,2023,5,18,"ENE",5.6758532,67.5,NA,NA,270,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"2107",8273,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,4,0.066666667
"2108",8274,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,4,0.066666667
"2109",8275,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"2110",8276,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,8,0.133333333
"2111",8277,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"2112",8278,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"2113",8279,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
"2114",8280,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"HALWAL","Haliotis walallensis","Flat abalone","Abalone","Abalone",NA,0,0
"2115",8281,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"2116",8282,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,0,0
"2117",8283,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,40,0.666666667
"2118",8284,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,0,0
"2119",8285,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"2120",8286,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"OTHFSH","Other fish","Other fish","Fish","Predatory fish",NA,0,0
"2121",8287,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"OTHINV","Other invertebrate","Other invertebrate","Other invertebrate","Other sessile invertebrate",NA,0,0
"2122",8288,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,0,0
"2123",8289,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"2124",8290,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"2125",8291,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"2126",8292,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"2127",8293,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"2128",8294,"ReefCheck_Transect_Humbug_1_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"1",36.765625,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,540,9
"2129",8295,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,3,0.05
"2130",8296,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,1,0.016666667
"2131",8297,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"2132",8298,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,24,0.4
"2133",8299,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"2134",8300,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"2135",8301,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
"2136",8302,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"HALWAL","Haliotis walallensis","Flat abalone","Abalone","Abalone",NA,0,0
"2137",8303,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"LAMSET","Laminaria setchellii","Split kelp, torn kelp, torn blade kelp","Kelp","Subcanopy kelp",NA,0,0
"2138",8304,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"MACPYR","Macrocystis pyrifera","Giant kelp","Kelp","Canopy kelp",NA,0,0
"2139",8305,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"MESFRA","Mesocentrotus franciscanus","Red urchin","Sea Urchin","Red urchin",NA,75,1.25
"2140",8306,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"NERLUE","Nereocystis luetkeana","Bull kelp","Kelp","Canopy kelp",NA,0,0
"2141",8307,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"OTHBRN","Other brown algae","Other brown algae","Other Brown Algae","Subcanopy kelp",NA,0,0
"2142",8308,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"OTHFSH","Other fish","Other fish","Fish","Predatory fish",NA,0,0
"2143",8309,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"OTHINV","Other invertebrate","Other invertebrate","Other invertebrate","Other sessile invertebrate",NA,0,0
"2144",8310,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"PISOCH","Pisaster ochraceus","Ochre star","Sea star","Other predatory sea star",NA,2,0.033333333
"2145",8311,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"PLEGAR","Pleurophycus gardneri","Ribbed Kelp","Kelp","Subcanopy kelp",NA,0,0
"2146",8312,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"PTECAL","Pterygophora californica","Old growth kelp, winged kelp","Kelp","Subcanopy kelp",NA,0,0
"2147",8313,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"PYCHEL","Pycnopodia helianthoides","Sunflower sea star","Sea star","Sunflower sea star",NA,0,0
"2148",8314,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"SOLDAW","Solaster dawsoni","Dawson's star","Sea star","Other predatory sea star",NA,0,0
"2149",8315,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"SOLSTI","Solaster stimpsoni","Stimpson's star","Sea star","Other predatory sea star",NA,0,0
"2150",8316,"ReefCheck_Transect_Humbug_2_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"2",36.765625,NA,2,30,60,"STRPUR","Strongylocentrotus purpuratus","Purple urchin","Sea Urchin","Purple urchin",NA,100,1.666666667
"2151",8317,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"ANEMON","Anemone","Anemone","Anemone","Other sessile invertebrate",NA,2,0.033333333
"2152",8318,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"BIVALV","Bivalve","Bivalve","Bivalve","Other sessile invertebrate",NA,0,0
"2153",8319,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"CRYSTE","Cryptochiton stelleri","Gumboot Chiton","Other invertebrate","Other sessile invertebrate",NA,0,0
"2154",8320,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"ECHINO","Other echinoderms","Other echinoderms","Other echinoderms","Other sessile invertebrate",NA,18,0.3
"2155",8321,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"EGRMEN","Egregia menzisii","Feather Boa kelp","Kelp","Subcanopy kelp",NA,0,0
"2156",8322,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"HALKAM","Haliotis kamtschatkana","Pinto abalone","Abalone","Abalone",NA,0,0
"2157",8323,"ReefCheck_Transect_Humbug_3_2023-05-18","ReefCheck_Transect","Transect","Humbug","HMBG",42.66761529,-124.4408763,"Redfish Rocks","RDFSH","Port Orford","","","Humbug",42.66924,-124.443,42.66924,-124.44298,2023-05-18,2023,5,18,"3",36.765625,NA,2,30,60,"HALRUF","Haliotis rufescens","Red abalone","Abalone","Abalone",NA,0,0
